step,feature_name,r2
0,log-prob-pcfg_mean,0.8773928530095786
0,rating_gram_mean,0.723129749196445
0,rating_frequency_mean,0.7246692985061741
0,rating_conversational_mean,0.7717403276268188
0,dep_length_mean,0.7214282169143245
0,avg_word_freq_zipf,0.9445556361530905
0,avg_word_length,0.9229740989224626
1,log-prob-pcfg_mean,0.8773425494552812
1,rating_gram_mean,0.7200894370204091
1,rating_frequency_mean,0.721271171966861
1,rating_conversational_mean,0.7712586687002603
1,dep_length_mean,0.7211165088948484
1,avg_word_freq_zipf,0.9441112747106913
1,avg_word_length,0.9229307876682296
2,log-prob-pcfg_mean,0.8772705237546679
2,rating_gram_mean,0.7177309580283054
2,rating_frequency_mean,0.7201172560493021
2,rating_conversational_mean,0.7700752769359087
2,dep_length_mean,0.7208619906655961
2,avg_word_freq_zipf,0.9441017653571695
2,avg_word_length,0.9229088850880446
3,log-prob-pcfg_mean,0.8771501867748934
3,rating_gram_mean,0.7177169241568623
3,rating_frequency_mean,0.7197608678661087
3,rating_conversational_mean,0.7687920679497191
3,dep_length_mean,0.7206903314518027
3,avg_word_freq_zipf,0.9440568114260963
3,avg_word_length,0.9228475854897293
4,log-prob-pcfg_mean,0.8770531525709467
4,rating_gram_mean,0.7175990674650954
4,rating_frequency_mean,0.7187466966951568
4,rating_conversational_mean,0.7681011646946654
4,dep_length_mean,0.7205075767987027
4,avg_word_freq_zipf,0.9438581410569918
4,avg_word_length,0.9228166150187976
5,log-prob-pcfg_mean,0.8768217966343373
5,rating_gram_mean,0.7171922875156997
5,rating_frequency_mean,0.7144475582126759
5,rating_conversational_mean,0.7676088437497681
5,dep_length_mean,0.7204277711160254
5,avg_word_freq_zipf,0.9438605934649554
5,avg_word_length,0.9218902347602701
6,log-prob-pcfg_mean,0.8767930417609102
6,rating_gram_mean,0.7165064440315572
6,rating_frequency_mean,0.7144515913681668
6,rating_conversational_mean,0.7672656610327528
6,dep_length_mean,0.7199044863250235
6,avg_word_freq_zipf,0.9437210911638539
6,avg_word_length,0.9217610144355828
7,log-prob-pcfg_mean,0.8765677364033579
7,rating_gram_mean,0.6980841392090618
7,rating_frequency_mean,0.7014228196812717
7,rating_conversational_mean,0.754341748784736
7,dep_length_mean,0.7182775086122382
7,avg_word_freq_zipf,0.9434144223077463
7,avg_word_length,0.9212658280588096
8,log-prob-pcfg_mean,0.8764092556108691
8,rating_gram_mean,0.6966481806064655
8,rating_frequency_mean,0.6998218465494538
8,rating_conversational_mean,0.7538799317938293
8,dep_length_mean,0.716953965132308
8,avg_word_freq_zipf,0.9433937871723435
8,avg_word_length,0.9208244902862958
9,log-prob-pcfg_mean,0.8763528128149338
9,rating_gram_mean,0.6942998096691152
